material_id,Name,X_EA,X_Rvdw,X_Z,mean_A2B,X_G,X_IEII,mean_X2X,A_Rvdw,A_ChiA,A_IEI,B_Z,B_Hf,B_Ra,mean_A2X,std_B2X,OF,A_EA,std_A2X,B_Rho,E_coh,A_ChiP,B_CvM,B_MP,B_Rc,TF,B_Rvdw,A_MP,std_X2X,A_Kappa,X_MV
mp-1345463,AlCrO3,141.0,1.52,8.0,3.076881128729571,16.0,35.1211,3.176979633728168,1.84,1.613,5.985768,24.0,21.0,1.4,2.811350476298843,0.7758107399305834,0.4330985915492958,42.5,0.8650845907881646,7140.0,-35.4566613175,1.61,0.449,2180.0,139.0,0.6793089716067323,2.06,933.47,0.677722542600986,235.0,17.36
mp-1383064,AlCrO3,141.0,1.52,8.0,3.285325603797057,16.0,35.1211,2.6824057390072715,1.84,1.613,5.985768,24.0,21.0,1.4,2.6824057390072715,0.0236374011837642,0.4330985915492958,42.5,0.0166032120542456,7140.0,-30.62222559,1.61,0.449,2180.0,139.0,0.6793089716067323,2.06,933.47,0.0166032120542456,235.0,17.36
mp-1251690,AlCrO3,141.0,1.52,8.0,3.4316633141122703,16.0,35.1211,3.300403443802387,1.84,1.613,5.985768,24.0,21.0,1.4,2.946024042146888,0.9954387556729524,0.4330985915492958,42.5,1.0352419202781178,7140.0,-35.505549044999995,1.61,0.449,2180.0,139.0,0.6793089716067323,2.06,933.47,0.730457041201356,235.0,17.36
mp-776172,AlCuO3,141.0,1.52,8.0,3.2190485892308005,16.0,35.1211,3.106885338443373,1.84,1.613,5.985768,29.0,13.6,1.35,2.814811998033937,0.8030370710259632,0.3802816901408451,42.5,0.83780173884384,8920.0,-30.5158470225,1.61,0.385,1357.77,132.0,0.70530293735699,1.96,933.47,0.640175371921961,235.0,17.36
mp-1504314,AlCuO3,141.0,1.52,8.0,3.2035561403583985,16.0,35.1211,2.615692635412655,1.84,1.613,5.985768,29.0,13.6,1.35,2.615692635412655,0.0,0.3802816901408451,42.5,0.0,8920.0,-24.51276091,1.61,0.385,1357.77,132.0,0.70530293735699,1.96,933.47,0.0,235.0,17.36
mp-1347317,AlCuO3,141.0,1.52,8.0,3.052995876818106,16.0,35.1211,3.221663863253652,1.84,1.613,5.985768,29.0,13.6,1.35,2.9543632252277057,0.8074497226479517,0.3802816901408451,42.5,1.0770293970952625,8920.0,-30.0561389175,1.61,0.385,1357.77,132.0,0.70530293735699,1.96,933.47,0.6829772201732784,235.0,17.36
mp-1412082,AlCuO3,141.0,1.52,8.0,3.347555466824128,16.0,35.1211,3.3214946604024886,1.84,1.613,5.985768,29.0,13.6,1.35,2.411186207952741,1.0718210499173098,0.3802816901408451,42.5,0.3961817920472588,8920.0,-29.957419845,1.61,0.385,1357.77,132.0,0.70530293735699,1.96,933.47,0.7124624657521609,235.0,17.36
mp-1253258,AlCuO3,141.0,1.52,8.0,3.233647228958082,16.0,35.1211,3.3060186771535744,1.84,1.613,5.985768,29.0,13.6,1.35,3.229809285885564,0.9674692138820524,0.3802816901408451,42.5,1.1562028675847165,8920.0,-30.1172760333334,1.61,0.385,1357.77,132.0,0.70530293735699,1.96,933.47,0.7830281124025271,235.0,17.36
mp-1178579,AlCuO3,141.0,1.52,8.0,3.1474040089209696,16.0,35.1211,2.6489482520799856,1.84,1.613,5.985768,29.0,13.6,1.35,1.9262805885753465,0.0380943564463066,0.3802816901408451,42.5,0.045967930208448,8920.0,-30.354974835,1.61,0.385,1357.77,132.0,0.70530293735699,1.96,933.47,0.0765408149742976,235.0,17.36
mp-1178577,AlFeO3,141.0,1.52,8.0,3.1868466758362013,16.0,35.1211,2.682870706480245,1.84,1.613,5.985768,26.0,13.81,1.4,1.9373920654664003,0.0836702169612945,0.3873239436619718,42.5,0.0470622585373363,7874.0,-34.21476976499999,1.61,0.449,1811.0,132.0,0.7017227194008632,2.04,933.47,0.0927027857242502,235.0,17.36
mp-1254277,AlFeO3,141.0,1.52,8.0,3.147290875242994,16.0,35.1211,3.2742338755228726,1.84,1.613,5.985768,26.0,13.81,1.4,2.881421460944701,0.8191346084236985,0.3873239436619718,42.5,0.9394755377164008,7874.0,-32.685612254999995,1.61,0.449,1811.0,132.0,0.7017227194008632,2.04,933.47,0.7402173657605134,235.0,17.36
mp-1259818,AlFeO3,141.0,1.52,8.0,3.144010813330148,16.0,35.1211,3.246655899204421,1.84,1.613,5.985768,26.0,13.81,1.4,2.8669881345228165,0.8015363160043796,0.3873239436619718,42.5,0.907447456112828,7874.0,-33.217019817499995,1.61,0.449,1811.0,132.0,0.7017227194008632,2.04,933.47,0.6940985859104535,235.0,17.36
mp-776154,AlFeO3,141.0,1.52,8.0,2.95797784978308,16.0,35.1211,3.113420410810296,1.84,1.613,5.985768,26.0,13.81,1.4,2.7475399356998227,0.8230778303305825,0.3873239436619718,42.5,0.8300833908944636,7874.0,-35.929141592499995,1.61,0.449,1811.0,132.0,0.7017227194008632,2.04,933.47,0.6977718297292793,235.0,17.36
mp-1421498,AlFeO3,141.0,1.52,8.0,3.2917824783689382,16.0,35.1211,2.6877291387460343,1.84,1.613,5.985768,26.0,13.81,1.4,2.6877291387460343,0.0,0.3873239436619718,42.5,0.0,7874.0,-27.3780328,1.61,0.449,1811.0,132.0,0.7017227194008632,2.04,933.47,0.0,235.0,17.36
mp-1398131,AlFeO3,141.0,1.52,8.0,3.5118624036560937,16.0,35.1211,3.489045877256682,1.84,1.613,5.985768,26.0,13.81,1.4,2.5211835317348483,1.1334500555540583,0.3873239436619718,42.5,0.4698454682651518,7874.0,-30.030103975000003,1.61,0.449,1811.0,132.0,0.7017227194008632,2.04,933.47,0.7783297973255,235.0,17.36
mp-21216,AlFeO3,141.0,1.52,8.0,3.937520475160992,16.0,35.1211,3.6139952961943806,1.84,1.613,5.985768,26.0,13.81,1.4,3.4643699848262077,1.0010086433039922,0.3873239436619718,42.5,1.0153113162105325,7874.0,-36.08842089624999,1.61,0.449,1811.0,132.0,0.7017227194008632,2.04,933.47,0.8444567057400447,235.0,17.36
mp-1264966,AlFeO3,141.0,1.52,8.0,3.139710276391608,16.0,35.1211,3.241402610569797,1.84,1.613,5.985768,26.0,13.81,1.4,2.866355980362099,0.8025422516901312,0.3873239436619718,42.5,0.9082416316664336,7874.0,-33.2192697775,1.61,0.449,1811.0,132.0,0.7017227194008632,2.04,933.47,0.690583305580987,235.0,17.36
mp-756686,AlGaO3,141.0,1.52,8.0,2.989173010992066,16.0,35.1211,3.1114570909856845,1.84,1.613,5.985768,31.0,5.585,1.3,2.7438691003144786,0.8271562107201684,0.4366197183098592,42.5,0.823564536134868,5904.0,-32.8816433125,1.61,0.373,302.91,122.0,0.677643998637108,1.87,933.47,0.6944725787920378,235.0,17.36
mp-772187,AlGaO3,141.0,1.52,8.0,3.871956909375061,16.0,35.1211,3.6047104448338776,1.84,1.613,5.985768,31.0,5.585,1.3,3.503845874587629,0.9581528352282246,0.4366197183098592,42.5,1.0316043307474414,5904.0,-33.2772553975,1.61,0.373,302.91,122.0,0.677643998637108,1.87,933.47,0.8574375875447763,235.0,17.36
mp-772898,AlGaO3,141.0,1.52,8.0,3.892233616387918,16.0,35.1211,3.602476972045458,1.84,1.613,5.985768,31.0,5.585,1.3,3.43160039195335,1.0016755012394054,0.4366197183098592,42.5,0.994680965933468,5904.0,-33.2812256525,1.61,0.373,302.91,122.0,0.677643998637108,1.87,933.47,0.8478045672059101,235.0,17.36
mp-1178550,AlInO3,141.0,1.52,8.0,3.0615965710293294,16.0,35.1211,3.134982507032981,1.84,1.613,5.985768,49.0,3.291,1.55,2.8470712983443502,0.7945232426429786,0.647887323943662,42.5,0.907306340047484,7310.0,-32.14554669,1.61,0.233,429.75,142.0,0.5907665629144019,1.93,933.47,0.6732925447241397,235.0,17.36
mp-1183160,AlInO3,141.0,1.52,8.0,3.2170000854556005,16.0,35.1211,2.6266695706187004,1.84,1.613,5.985768,49.0,3.291,1.55,1.85733586532084,0.0,0.647887323943662,42.5,0.0,7310.0,-30.1223553,1.61,0.233,429.75,142.0,0.5907665629144019,1.93,933.47,0.0,235.0,17.36
mp-754157,AlInO3,141.0,1.52,8.0,3.5527187392656248,16.0,35.1211,3.522231734118968,1.84,1.613,5.985768,49.0,3.291,1.55,2.9499697723217437,0.4051256704427216,0.647887323943662,42.5,1.2897707253736752,7310.0,-32.28757346,1.61,0.233,429.75,142.0,0.5907665629144019,1.93,933.47,0.8046229340288583,235.0,17.36
mp-504482,AlInS3,200.0,1.8,16.0,3.8244901612978826,16.0,23.33788,3.794767821435436,1.84,1.613,5.985768,49.0,3.291,1.55,3.3649283448648606,1.0876069969162512,0.5,42.5,1.1210323382955911,7310.0,-22.5988465283333,1.61,0.233,429.75,142.0,0.6084705091732066,1.93,933.47,0.1824283091058842,235.0,15.53
mp-862787,AlInSe3,195.0,1.9,34.0,4.003309389081814,16.0,21.19,3.938468929866031,1.84,1.613,5.985768,49.0,3.291,1.55,3.298542849871162,0.8060499284400368,0.4646464646464647,42.5,1.0348933718213662,7310.0,-20.075922005,1.61,0.233,429.75,142.0,0.6132322602359197,1.93,933.47,0.1761840874533338,235.0,16.42
mp-1183133,AlIrO3,141.0,1.52,8.0,3.173179497080694,16.0,35.1211,2.590890210036348,1.84,1.613,5.985768,77.0,41.12,1.35,1.83203603682654,0.0,0.4788732394366198,42.5,0.0,22650.0,-30.69491123,1.61,0.131,2739.0,141.0,0.6582827415331907,2.13,933.47,0.0,235.0,17.36
mp-1246835,AlMoN3,7.0,1.55,7.0,3.456025029186509,15.0,29.6013,3.3500273783329164,1.84,1.613,5.985768,42.0,37.48,1.45,3.22364281754191,1.0551904134257435,0.4041095890410959,42.5,1.0344154725220829,10280.0,-41.1948820375,1.61,0.251,2896.0,154.0,0.6881356236425182,2.17,933.47,0.5612630444721687,235.0,13.54
mp-1433892,AlMoO3,141.0,1.52,8.0,3.470788197280374,16.0,35.1211,2.833886696203732,1.84,1.613,5.985768,42.0,37.48,1.45,2.833886696203732,0.0,0.4859154929577464,42.5,0.0,10280.0,-30.59653537,1.61,0.251,2896.0,154.0,0.6551629181136022,2.17,933.47,0.0,235.0,17.36
mp-1389151,AlMoO3,141.0,1.52,8.0,3.628343741754609,16.0,35.1211,3.608427686976147,1.84,1.613,5.985768,42.0,37.48,1.45,2.591611647834293,1.136407113458689,0.4859154929577464,42.5,0.5092931021657071,10280.0,-32.799562949999995,1.61,0.251,2896.0,154.0,0.6551629181136022,2.17,933.47,0.814851755948379,235.0,17.36
mp-1248370,AlMoO3,141.0,1.52,8.0,3.536150732004363,16.0,35.1211,3.459925635390188,1.84,1.613,5.985768,42.0,37.48,1.45,2.888588301475248,0.9978707326862104,0.4859154929577464,42.5,1.0254583009953089,10280.0,-34.374901079999994,1.61,0.251,2896.0,154.0,0.6551629181136022,2.17,933.47,0.8528274801981616,235.0,17.36
mp-1373731,AlMoO3,141.0,1.52,8.0,3.2604687408712256,16.0,35.1211,3.392088770245073,1.84,1.613,5.985768,42.0,37.48,1.45,2.994126520960233,0.7892063689920648,0.4859154929577464,42.5,0.9860458813780412,10280.0,-35.139883,1.61,0.251,2896.0,154.0,0.6551629181136022,2.17,933.47,0.7344234344119849,235.0,17.36
mp-1416557,AlNiO3,141.0,1.52,8.0,3.169240749758844,16.0,35.1211,2.5876742363149194,1.84,1.613,5.985768,28.0,17.48,1.35,2.5876742363149194,0.0,0.3943661971830986,42.5,0.0,8908.0,-23.75784631,1.61,0.444,1728.0,124.0,0.698178665262475,1.97,933.47,0.0,235.0,17.36
mp-1400395,AlNiO3,141.0,1.52,8.0,3.316759122375827,16.0,35.1211,3.2898390583841675,1.84,1.613,5.985768,28.0,17.48,1.35,2.3964923530857303,1.092992803931323,0.3943661971830986,42.5,0.3919826469142698,8908.0,-28.46363941,1.61,0.444,1728.0,124.0,0.698178665262475,1.97,933.47,0.7122612845037439,235.0,17.36
mp-1333178,AlNiO3,141.0,1.52,8.0,3.2953662225444558,16.0,35.1211,3.3395823333283565,1.84,1.613,5.985768,28.0,17.48,1.35,3.254350127835846,0.9652306214965868,0.3943661971830986,42.5,1.1902415538382227,8908.0,-28.5162776266666,1.61,0.444,1728.0,124.0,0.698178665262475,1.97,933.47,0.808292185145887,235.0,17.36
mp-1376903,AlNiO3,141.0,1.52,8.0,2.929512502602144,16.0,35.1211,3.195876472927341,1.84,1.613,5.985768,28.0,17.48,1.35,2.830872764817607,0.781026075468645,0.3943661971830986,42.5,0.9657972054175809,8908.0,-28.6409008225,1.61,0.444,1728.0,124.0,0.698178665262475,1.97,933.47,0.7676594441604265,235.0,17.36
mp-1183176,AlNiO3,141.0,1.52,8.0,3.167796292368064,16.0,35.1211,2.5864948417940514,1.84,1.613,5.985768,28.0,17.48,1.35,1.8289280421366,0.0,0.3943661971830986,42.5,0.0,8908.0,-26.12944447,1.61,0.444,1728.0,124.0,0.698178665262475,1.97,933.47,0.0,235.0,17.36
mp-1183154,AlPbO3,141.0,1.52,8.0,3.3207439198578457,16.0,35.1211,2.7113760567004657,1.84,1.613,5.985768,82.0,4.774,1.8,1.9172323960397404,0.0,0.8380281690140845,42.5,0.0,11340.0,-30.795967,1.61,0.13,600.61,146.0,0.5296527805439466,2.02,933.47,0.0,235.0,17.36
mp-776116,AlPdO3,141.0,1.52,8.0,3.3812732773908194,16.0,35.1211,3.157411743082593,1.84,1.613,5.985768,46.0,16.74,1.4,3.017387242157005,0.7706275191681766,0.5352112676056339,42.5,0.890935748645681,12023.0,-29.5696880825,1.61,0.244,1828.05,139.0,0.6341255767062847,2.1,933.47,0.5599439070094413,235.0,17.36
mp-1178574,AlPdO3,141.0,1.52,8.0,3.500073835531559,16.0,35.1211,3.4711028791102887,1.84,1.613,5.985768,46.0,16.74,1.4,2.908941372872893,0.420541340059831,0.5352112676056339,42.5,1.2236838254645237,12023.0,-29.766772615,1.61,0.244,1828.05,139.0,0.6341255767062847,2.1,933.47,0.7787323092121959,235.0,17.36
mp-1178547,AlRhO3,141.0,1.52,8.0,3.48407873316079,16.0,35.1211,3.4573457924281934,1.84,1.613,5.985768,45.0,26.59,1.35,2.8988301096995137,0.4416611476387456,0.4683098591549296,42.5,1.218670597122134,12450.0,-33.696866915,1.61,0.243,2237.0,142.0,0.6630185885945805,2.1,933.47,0.7855533726001878,235.0,17.36
mp-1371447,AlSbO3,141.0,1.52,8.0,3.3700205025031584,16.0,35.1211,3.2375674363898703,1.84,1.613,5.985768,51.0,19.79,1.45,3.0496042865488824,0.8367697756515631,0.5352112676056339,42.5,1.0427123135675582,6697.0,-31.4961805425,1.61,0.207,903.78,139.0,0.6341255767062847,2.06,933.47,0.4275805656715733,235.0,17.36
mp-1374707,AlSbO3,141.0,1.52,8.0,3.79246508488988,16.0,35.1211,3.516606407594685,1.84,1.613,5.985768,51.0,19.79,1.45,2.921293118211838,0.9891252717225414,0.5352112676056339,42.5,1.02505125828706,6697.0,-31.165001705,1.61,0.207,903.78,139.0,0.6341255767062847,2.06,933.47,0.8467736997322858,235.0,17.36
mp-1261047,AlSbO3,141.0,1.52,8.0,3.834645837587498,16.0,35.1211,3.482072288250478,1.84,1.613,5.985768,51.0,19.79,1.45,2.983372002395535,0.9747069892121504,0.5352112676056339,42.5,1.2188170059248349,6697.0,-32.87964676749999,1.61,0.207,903.78,139.0,0.6341255767062847,2.06,933.47,0.7598816709849112,235.0,17.36
mp-1183134,AlSbO3,141.0,1.52,8.0,3.2510237894831957,16.0,35.1211,2.6544498086277284,1.84,1.613,5.985768,51.0,19.79,1.45,1.87697946,0.0,0.5352112676056339,42.5,0.0,6697.0,-31.596829650000004,1.61,0.207,903.78,139.0,0.6341255767062847,2.06,933.47,0.0,235.0,17.36
mp-1384267,AlSbO3,141.0,1.52,8.0,3.7692627107658434,16.0,35.1211,3.7500372484280176,1.84,1.613,5.985768,51.0,19.79,1.45,2.68464726419227,1.1087825810665244,0.5352112676056339,42.5,0.49112923580773,6697.0,-29.18538221,1.61,0.207,903.78,139.0,0.6341255767062847,2.06,933.47,0.8259926756528653,235.0,17.36
mp-1421511,AlSbO3,141.0,1.52,8.0,3.508922759910618,16.0,35.1211,2.8650234362065,1.84,1.613,5.985768,51.0,19.79,1.45,2.8650234362065,0.0,0.5352112676056339,42.5,0.0,6697.0,-26.602961540000003,1.61,0.207,903.78,139.0,0.6341255767062847,2.06,933.47,0.0,235.0,17.36
mp-1079481,AlSBr3,324.6,1.85,35.0,3.4366031526112057,17.0,21.591,4.018256891451051,1.84,1.613,5.985768,16.0,1.721,1.0,3.617402193232692,0.1935659885174642,0.9387755102040816,42.5,1.317606609355613,1960.0,-14.60597736,1.61,0.708,388.36,105.0,0.4642714260685358,1.8,933.47,0.1621600056589851,235.0,19.78
mp-1183132,AlSiO3,141.0,1.52,8.0,3.082194121913896,16.0,35.1211,2.5166009622982304,1.84,1.613,5.985768,14.0,50.21,1.1,2.5166009622982304,0.0,0.2816901408450704,42.5,0.0,2330.0,-32.32349331,1.61,0.712,1687.0,111.0,0.7595570094613738,2.1,933.47,0.0,235.0,17.36
mp-1406914,AlSnO3,141.0,1.52,8.0,3.69405757070498,16.0,35.1211,3.6728818567153634,1.84,1.613,5.985768,50.0,7.15,1.45,2.637584325891331,1.1159250187274052,0.5704225352112676,42.5,0.4800086741086686,7310.0,-30.19573073,1.61,0.227,505.08,139.0,0.6199075144482962,2.17,933.47,0.8065082479838482,235.0,17.36
mp-1248301,AlSnO3,141.0,1.52,8.0,3.643667835028453,16.0,35.1211,3.40385476110156,1.84,1.613,5.985768,50.0,7.15,1.45,2.988902019214998,1.028908197890817,0.5704225352112676,42.5,1.060422399627838,7310.0,-31.335875023333298,1.61,0.227,505.08,139.0,0.6199075144482962,2.17,933.47,0.7460794810803751,235.0,17.36
mp-1340379,AlSnO3,141.0,1.52,8.0,3.3569795731977354,16.0,35.1211,3.374524701769986,1.84,1.613,5.985768,50.0,7.15,1.45,3.195835761942561,0.8787844768983235,0.5704225352112676,42.5,1.0880414894515722,7310.0,-32.3103468,1.61,0.227,505.08,139.0,0.6199075144482962,2.17,933.47,0.7282198802577047,235.0,17.36
mp-1426094,AlSnO3,141.0,1.52,8.0,3.4957661019763253,16.0,35.1211,2.854281069986714,1.84,1.613,5.985768,50.0,7.15,1.45,2.854281069986714,0.0,0.5704225352112676,42.5,0.0,7310.0,-26.89445219,1.61,0.227,505.08,139.0,0.6199075144482962,2.17,933.47,0.0,235.0,17.36
mp-768539,AlTlO3,141.0,1.52,8.0,3.15515750458923,16.0,35.1211,3.192578106321455,1.84,1.613,5.985768,81.0,4.142,1.9,2.9117826283567503,0.7852116763903608,0.6232394366197184,42.5,0.9585395547628716,11850.0,-29.4739771275,1.61,0.129,577.0,145.0,0.5997369879478094,1.96,933.47,0.7078756052518886,235.0,17.36
mp-765647,AlVO3,141.0,1.52,8.0,3.8451736062535296,16.0,35.1211,3.3949327747310827,1.84,1.613,5.985768,23.0,21.5,1.35,3.4482459435203547,1.128327923758265,0.4507042253521127,42.5,1.0769092954681438,6110.0,-39.194421515,1.61,0.489,2183.0,153.0,0.6710649306891749,2.07,933.47,0.7693784604779232,235.0,17.36
mp-1395974,AlVO3,141.0,1.52,8.0,3.3108003962360444,16.0,35.1211,2.703257203660891,1.84,1.613,5.985768,23.0,21.5,1.35,2.703257203660891,0.0,0.4507042253521127,42.5,0.0,6110.0,-31.46260039,1.61,0.489,2183.0,153.0,0.6710649306891749,2.07,933.47,0.0,235.0,17.36
mp-1248251,AlVO3,141.0,1.52,8.0,3.142264900675896,16.0,35.1211,3.2566958823716265,1.84,1.613,5.985768,23.0,21.5,1.35,2.8744357321130565,0.7956404355153177,0.4507042253521127,42.5,0.9106599635496232,6110.0,-36.814591685,1.61,0.489,2183.0,153.0,0.6710649306891749,2.07,933.47,0.7032186386279555,235.0,17.36
mp-1178549,AlVO3,141.0,1.52,8.0,3.206607839188256,16.0,35.1211,2.684518238075803,1.84,1.613,5.985768,23.0,21.5,1.35,1.9418469898940984,0.0450837130111099,0.4507042253521127,42.5,0.0591054684051059,6110.0,-37.44065778,1.61,0.489,2183.0,153.0,0.6710649306891749,2.07,933.47,0.0931513152835,235.0,17.36
mp-802021,AlVO3,141.0,1.52,8.0,3.859484630498062,16.0,35.1211,3.5103442954077018,1.84,1.613,5.985768,23.0,21.5,1.35,3.331372092420513,1.0538106089498975,0.4507042253521127,42.5,1.0310320714515593,6110.0,-27.18860568,1.61,0.489,2183.0,153.0,0.6710649306891749,2.07,933.47,0.791740133100988,235.0,17.36
mp-1183128,AlVO3,141.0,1.52,8.0,3.1527546216617703,16.0,35.1211,2.574213369090922,1.84,1.613,5.985768,23.0,21.5,1.35,1.82024372950526,0.0,0.4507042253521127,42.5,0.0,6110.0,-34.0186502,1.61,0.489,2183.0,153.0,0.6710649306891749,2.07,933.47,0.0,235.0,17.36
mp-1384488,AlVO3,141.0,1.52,8.0,3.5288911265996616,16.0,35.1211,3.506583813763973,1.84,1.613,5.985768,23.0,21.5,1.35,2.532674908882836,1.1445032172853629,0.4507042253521127,42.5,0.4818180911171643,6110.0,-35.01386337,1.61,0.489,2183.0,153.0,0.6710649306891749,2.07,933.47,0.7881766092875676,235.0,17.36
mp-756082,AlVO3,141.0,1.52,8.0,2.9612170963964206,16.0,35.1211,3.059302813311117,1.84,1.613,5.985768,23.0,21.5,1.35,2.744043331413063,0.787375454950277,0.4507042253521127,42.5,0.8324224509766767,6110.0,-38.91356807499999,1.61,0.489,2183.0,153.0,0.6710649306891749,2.07,933.47,0.6581462920921511,235.0,17.36
mp-1246403,AlWN3,7.0,1.55,7.0,3.753940218644132,15.0,29.6013,3.517278333325708,1.84,1.613,5.985768,74.0,52.31,1.35,3.291079130661608,1.1359716574684973,0.410958904109589,42.5,1.0999298354141962,19250.0,-41.8170610625,1.61,0.132,3695.0,162.0,0.6847951594500788,2.18,933.47,0.7367401440264273,235.0,13.54
mp-1417649,AlWO3,141.0,1.52,8.0,3.4949009425979445,16.0,35.1211,2.8535746703123084,1.84,1.613,5.985768,74.0,52.31,1.35,2.8535746703123084,0.0,0.4647887323943662,42.5,0.0,19250.0,-30.30167149,1.61,0.132,3695.0,162.0,0.6646123832787021,2.18,933.47,0.0,235.0,17.36
mp-1400236,AlWO3,141.0,1.52,8.0,3.620895910240965,16.0,35.1211,3.5975688126035354,1.84,1.613,5.985768,74.0,52.31,1.35,2.59319764759904,1.120844032954828,0.4647887323943662,42.5,0.4609776024009602,19250.0,-32.509389545,1.61,0.132,3695.0,162.0,0.6646123832787021,2.18,933.47,0.7848490518541728,235.0,17.36
mp-1251647,AlWO3,141.0,1.52,8.0,3.539771675250953,16.0,35.1211,3.466857450368229,1.84,1.613,5.985768,74.0,52.31,1.35,2.902518350508481,1.034323661615289,0.4647887323943662,42.5,1.0264518779822651,19250.0,-33.454702635,1.61,0.132,3695.0,162.0,0.6646123832787021,2.18,933.47,0.8432905909967015,235.0,17.36
mp-1046804,AlWO3,141.0,1.52,8.0,3.1177139039568504,16.0,35.1211,3.2164450411129044,1.84,1.613,5.985768,74.0,52.31,1.35,3.02199061705057,0.9193532146274144,0.4647887323943662,42.5,0.9907522929680188,19250.0,-34.763560325,1.61,0.132,3695.0,162.0,0.6646123832787021,2.18,933.47,0.4888212366402486,235.0,17.36
mp-755240,AsAuO3,141.0,1.52,8.0,3.9474612676229857,16.0,35.1211,3.558068295828772,1.85,2.211,9.7886,79.0,12.55,1.35,3.2387012132397475,0.8597387575657394,0.5985915492957746,78.0,1.1897165483066985,19300.0,-25.671555092500004,2.18,0.129,1337.33,136.0,0.6230015693273546,2.14,1090.0,0.6464887113202858,50.0,17.36
mp-27274,AsCF3,328.0,1.47,9.0,4.141336849660097,17.0,34.9708,3.697279367769577,1.85,2.211,9.7886,6.0,117.4,0.7,3.961074487526472,1.2502796565533387,0.1203007518796992,78.0,0.7898730978471383,2267.0,-25.275279785,2.18,0.709,3800.0,76.0,0.90642547118544,1.7,1090.0,0.8021312890392841,50.0,11.2
mp-1183283,BaAlO3,141.0,1.52,8.0,3.4267284328521272,16.0,35.1211,2.7979120491915865,2.68,0.881,5.211664,13.0,10.71,1.25,2.7979120491915865,0.0,0.3767605633802817,13.95,0.0,2700.0,-32.46900234,0.89,0.897,933.47,121.0,1.0959250879771043,1.84,1000.0,0.0,18.0,17.36
mp-1183287,BaAuO3,141.0,1.52,8.0,3.6474209026623927,16.0,35.1211,2.9781066962281635,2.68,0.881,5.211664,79.0,12.55,1.35,2.9781066962281635,0.0,0.5985915492957746,13.95,0.0,19300.0,-24.77515006,0.89,0.129,1337.33,136.0,0.9438473775309424,2.14,1000.0,0.0,18.0,17.36
mp-1183282,BaBeO3,141.0,1.52,8.0,3.372375400002647,16.0,35.1211,2.7535329837069336,2.68,0.881,5.211664,4.0,7.895,1.05,2.7535329837069336,0.0,0.3169014084507042,13.95,0.0,1848.0,-28.115858640000003,0.89,1.825,1560.0,96.0,1.1457398647033366,1.53,1000.0,0.0,18.0,17.36
mp-545783,BaBiO3,141.0,1.52,8.0,3.8348418153014343,16.0,35.1211,3.330035908576619,2.68,0.881,5.211664,83.0,11.106,1.6,3.131318871953167,0.0395107586709081,0.7253521126760564,13.95,4.974653256718488e-05,9780.0,-29.134812225,0.89,0.122,544.4,148.0,0.8745034885694853,2.07,1000.0,0.509527768469109,18.0,17.36
mp-644369,BaBiO3,141.0,1.52,8.0,3.640030355067583,16.0,35.1211,3.167679804263401,2.68,0.881,5.211664,83.0,11.106,1.6,2.809740192850103,0.803123671324655,0.7253521126760564,13.95,0.2480181940958286,9780.0,-25.825601705,0.89,0.122,544.4,148.0,0.8745034885694853,2.07,1000.0,0.8253517052526284,18.0,17.36
mp-1227955,BaBiO3,141.0,1.52,8.0,3.8371598013629615,16.0,35.1211,3.068295088967525,2.68,0.881,5.211664,83.0,11.106,1.6,3.070900029451466,1.632670418431891e-07,0.7253521126760564,13.95,5.99242352752149e-08,9780.0,-29.11811487,0.89,0.122,544.4,148.0,0.8745034885694853,2.07,1000.0,2.222008113240973e-07,18.0,17.36
mp-23438,BaBiO3,141.0,1.52,8.0,3.834171291044882,16.0,35.1211,3.3118566258048894,2.68,0.881,5.211664,83.0,11.106,1.6,3.131002901551656,0.0509853673276958,0.7253521126760564,13.95,3.9390734479751694e-10,9780.0,-29.133125165,0.89,0.122,544.4,148.0,0.8745034885694853,2.07,1000.0,0.5067461470590028,18.0,17.36
mp-559051,BaBiO3,141.0,1.52,8.0,3.7782545306662456,16.0,35.1211,3.460554271491349,2.68,0.881,5.211664,83.0,11.106,1.6,3.084291092429864,1.1969669123797957,0.7253521126760564,13.95,0.2770017058931212,9780.0,-29.2568512225,0.89,0.122,544.4,148.0,0.8745034885694853,2.07,1000.0,0.5414793858517687,18.0,17.36
mp-22942,BaBiO3,141.0,1.52,8.0,3.797906364335199,16.0,35.1211,3.209151191803339,2.68,0.881,5.211664,83.0,11.106,1.6,2.8819679163094367,0.0684406639103156,0.7253521126760564,13.95,0.1335469011488241,9780.0,-29.25090213,0.89,0.122,544.4,148.0,0.8745034885694853,2.07,1000.0,0.2606215845541223,18.0,17.36
mp-23482,BaBiO3,141.0,1.52,8.0,3.7914315438763686,16.0,35.1211,3.2372207693701096,2.68,0.881,5.211664,83.0,11.106,1.6,2.9333366142319304,0.0687170720543464,0.7253521126760564,13.95,0.1868876808826111,9780.0,-29.244527475,0.89,0.122,544.4,148.0,0.8745034885694853,2.07,1000.0,0.3246028771506252,18.0,17.36
