material_id,Name,X_EA,X_Rvdw,X_Z,mean_A2B,X_G,X_IEII,mean_X2X,A_Rvdw,A_ChiA,A_IEI,B_Z,B_Hf,B_Ra,mean_A2X,std_B2X,OF,A_EA,std_A2X,B_Rho,E_coh,A_ChiP,B_CvM,B_MP,B_Rc,TF,B_Rvdw,A_MP,std_X2X,A_Kappa,X_MV
mp-1209132,RbTmI3,295.2,1.98,53.0,4.849349086732881,17.0,19.1313,4.33462105228381,3.03,0.706,4.177128,69.0,16.84,1.75,3.870541684052388,0.0013494089628512,0.4681818181818181,46.9,0.1495036729347549,9321.0,-15.373618795,0.82,0.16,1818.0,190.0,0.8581605517805777,2.27,312.46,0.0322335797790941,58.0,25.72
mp-981550,RbTmO3,141.0,1.52,8.0,3.85869434594988,16.0,35.1211,3.150610740313225,3.03,0.706,4.177128,69.0,16.84,1.75,3.150610740313225,0.0,0.619718309859155,46.9,0.0,9321.0,-29.429207970000004,0.82,0.16,1818.0,190.0,0.9653544751851126,2.27,312.46,0.0,58.0,17.36
mp-11775,RbUO3,141.0,1.52,8.0,3.776889916515834,16.0,35.1211,3.083817703375583,3.03,0.706,4.177128,92.0,9.14,1.75,3.083817703375583,0.0,0.5352112676056339,46.9,0.0,19050.0,-38.32059703999999,0.82,0.116,1405.3,196.0,1.0184932536356692,2.41,312.46,0.0,58.0,17.36
mp-568136,RbVBr3,324.6,1.85,35.0,4.661021600725946,17.0,21.591,3.814315462612222,3.03,0.706,4.177128,23.0,21.5,1.35,3.820079479698076,0.0001644956235911,0.4030612244897959,46.9,0.0655918703950681,6110.0,-19.8300341983333,0.82,0.489,2183.0,153.0,0.9462374380969072,2.07,312.46,0.1537694146777344,58.0,19.78
mp-29314,RbVBr3,324.6,1.85,35.0,4.6603633510392255,17.0,21.591,3.813956912130621,3.03,0.706,4.177128,23.0,21.5,1.35,3.794081706319556,0.0032106096221395,0.4030612244897959,46.9,0.0373005428664155,6110.0,-19.8301044216666,0.82,0.489,2183.0,153.0,0.9462374380969072,2.07,312.46,0.1536242997917438,58.0,19.78
mp-570099,RbVBr3,324.6,1.85,35.0,4.654453530933389,17.0,21.591,3.7400880398471776,3.03,0.706,4.177128,23.0,21.5,1.35,3.875373279106922,2.1744766860624357e-08,0.4030612244897959,46.9,0.0982622348754201,6110.0,-19.828962295,0.82,0.489,2183.0,153.0,0.9462374380969072,2.07,312.46,0.1282209748163395,58.0,19.78
mp-23319,RbVCl3,349.0,1.75,17.0,4.412537534531843,17.0,23.8136,3.8159605063922415,3.03,0.706,4.177128,23.0,21.5,1.35,3.6920527358324176,5.715882585735656e-10,0.43646408839779,46.9,0.1155345798047178,6110.0,-21.82814536,0.82,0.489,2183.0,153.0,0.9600334375340434,2.07,312.46,0.6015667075260777,58.0,17.39
mp-556424,RbVF3,328.0,1.47,9.0,3.7020844954312975,17.0,34.9708,3.022739332825201,3.03,0.706,4.177128,23.0,21.5,1.35,3.022739332825201,0.0,0.5939849624060151,46.9,0.0,6110.0,-26.6039748,0.82,0.489,2183.0,153.0,1.0172998502919668,2.07,312.46,0.0,58.0,11.2
mp-672346,RbVI3,295.2,1.98,53.0,5.006297058403932,17.0,19.1313,4.103338755795989,3.03,0.706,4.177128,23.0,21.5,1.35,4.040641993118167,0.0062686046027653,0.359090909090909,46.9,0.0419952351133894,6110.0,-17.7310474733334,0.82,0.489,2183.0,153.0,0.9270430040974132,2.07,312.46,0.1530038353345925,58.0,25.72
mp-19031,RbVO3,141.0,1.52,8.0,3.815178835335328,16.0,35.1211,3.4411203531867307,3.03,0.706,4.177128,23.0,21.5,1.35,3.297162901400898,1.2331774869664904,0.3802816901408451,46.9,0.4986183330186138,6110.0,-31.8620117,0.82,0.489,2183.0,153.0,1.132813924962122,2.07,312.46,0.6731241075160354,58.0,17.36
mp-1076638,RbVO3,141.0,1.52,8.0,3.3906510474961693,16.0,35.1211,2.768454987399635,3.03,0.706,4.177128,23.0,21.5,1.35,2.768454987399635,0.0,0.3802816901408451,46.9,0.0,6110.0,-30.078407230000003,0.82,0.489,2183.0,153.0,1.132813924962122,2.07,312.46,0.0,58.0,17.36
mp-975138,RbWO3,141.0,1.52,8.0,3.499535096495119,16.0,35.1211,2.8573584411248443,3.03,0.706,4.177128,74.0,52.31,1.35,2.8573584411248443,0.0,0.4366197183098592,46.9,0.0,19250.0,-30.25183186,0.82,0.132,3695.0,162.0,1.0883898494734112,2.18,312.46,0.0,58.0,17.36
mp-571418,RbYbBr3,324.6,1.85,35.0,4.647322077186892,17.0,21.591,4.219462205724428,3.03,0.706,4.177128,70.0,7.66,1.75,3.927472520138742,0.0063887648497131,0.5204081632653061,46.9,0.554878490625641,6570.0,-17.030280700000002,0.82,0.155,1097.0,187.0,0.8732056895189578,2.26,312.46,0.2602142043555806,58.0,19.78
mp-6952,RbYbF3,328.0,1.47,9.0,3.852676457780317,17.0,34.9708,3.145697155198372,3.03,0.706,4.177128,70.0,7.66,1.75,3.145697155198372,0.0,0.7669172932330827,46.9,0.0,6570.0,-25.948466040000003,0.82,0.155,1097.0,187.0,0.9177343330293488,2.26,312.46,0.0,58.0,11.2
mp-568796,RbYbI3,295.2,1.98,53.0,5.201549942116093,17.0,19.1313,4.407125481507451,3.03,0.706,4.177128,70.0,7.66,1.75,4.032200653905563,0.0493203577569932,0.4636363636363636,46.9,0.2596241539715306,6570.0,-14.712378335,0.82,0.155,1097.0,187.0,0.8608256466618838,2.26,312.46,0.1118843660969192,58.0,25.72
mp-980537,RbYbO3,141.0,1.52,8.0,3.933404891660912,16.0,35.1211,3.211615437745988,3.03,0.706,4.177128,70.0,7.66,1.75,3.2116113074791093,0.0025467952883786,0.6112676056338029,46.9,0.0017915994341072,6570.0,-22.909757370000005,0.82,0.155,1097.0,187.0,0.9704175231318876,2.26,312.46,0.0018014460897881,58.0,17.36
mp-975173,RbYO3,141.0,1.52,8.0,3.934426988744264,16.0,35.1211,3.2124380782383835,3.03,0.706,4.177128,39.0,11.39,1.8,3.21244553928003,0.0045279740815193,0.7570422535211268,46.9,0.0031978076567552,4472.0,-31.106145990000005,0.82,0.298,1799.0,190.0,0.8899059290283602,2.32,312.46,0.0032031433706426,58.0,17.36
mp-4975,RbZnF3,328.0,1.47,9.0,3.9160600882247674,17.0,34.9708,3.2484492273157075,3.03,0.706,4.177128,30.0,7.068,1.35,3.0351419164082167,1.2353721710034935,0.6766917293233082,46.9,0.0565945573831529,7140.0,-20.1925183266666,0.82,0.388,692.68,122.0,0.9671191401878788,2.01,312.46,0.5298215661662372,58.0,11.2
mp-975159,RbZnO3,141.0,1.52,8.0,3.606180717345182,16.0,35.1211,2.944435610453817,3.03,0.706,4.177128,30.0,7.068,1.35,2.9444343544971217,5.344187971449542e-05,0.6338028169014085,46.9,4.095568915178546e-05,7140.0,-18.97253455,0.82,0.388,692.68,122.0,0.95703245384731,2.01,312.46,4.149689301895156e-05,58.0,17.36
mp-974581,ReBiO3,141.0,1.52,8.0,3.4843853798678186,16.0,35.1211,2.8449947426927205,2.16,,7.83352,83.0,11.106,1.6,2.0117146726969604,8.59102808692451e-06,0.7253521126760564,14.5,1.2949049002094594e-05,9780.0,-33.18494169,1.9,0.122,544.4,148.0,0.5916607760948662,2.07,3459.0,1.0031161555466256e-05,48.0,17.36
mp-974724,ReClO3,141.0,1.52,8.0,3.843031065068408,16.0,35.1211,3.4488608555024176,2.16,,7.83352,17.0,3.2,1.0,3.416032016483894,0.3732878362906213,1.2746478873239435,14.5,1.2468555157719678,3214.0,-33.8039868825,1.9,0.479,171.6,102.0,0.4268910908092159,1.75,3459.0,0.7016245374250465,48.0,17.36
mp-1245819,ReMoN3,7.0,1.55,7.0,3.8219101368947577,15.0,29.6013,3.579795612728571,2.16,,7.83352,42.0,37.48,1.45,3.453174951912396,1.0168074331762855,0.4452054794520548,14.5,1.0453218863719185,10280.0,-44.690334132500006,1.9,0.251,2896.0,154.0,0.6836482623794109,2.17,3459.0,0.5716021742823764,48.0,13.54
mp-974511,ReSbO3,141.0,1.52,8.0,3.455938243175331,16.0,35.1211,2.8217617594500304,2.16,,7.83352,51.0,19.79,1.45,1.995286875,0.0,0.5352112676056339,14.5,0.0,6697.0,-32.8981155,1.9,0.207,903.78,139.0,0.6649398630423956,2.06,3459.0,0.0,48.0,17.36
mp-1247323,ReWN3,7.0,1.55,7.0,3.3322254302698937,15.0,29.6013,3.302707046876756,2.16,,7.83352,74.0,52.31,1.35,3.242610504885103,0.9785393161833544,0.452054794520548,14.5,1.0290520171687376,19250.0,-46.14037516500001,1.9,0.132,3695.0,162.0,0.6804235064247909,2.18,3459.0,0.5642223718557149,48.0,13.54
mp-1246660,RhWN3,7.0,1.55,7.0,3.4746416764303216,15.0,29.6013,3.285243099248869,2.1,1.56,7.4589,74.0,52.31,1.35,3.2137401005429957,0.9932720516348122,0.410958904109589,109.7,0.9128318207034922,19250.0,-41.03227879000001,2.28,0.132,3695.0,162.0,0.7294184029230162,2.18,2237.0,0.6272953564540192,150.0,13.54
mp-974337,RuPbO3,141.0,1.52,8.0,3.464211591208449,16.0,35.1211,2.828516919831896,2.13,1.54,7.3605,82.0,4.774,1.8,2.00006349471402,0.0,0.8380281690140845,101.3,0.0,11340.0,-31.35120073000001,2.2,0.13,600.61,146.0,0.5526811623067268,2.02,2607.0,0.0,120.0,17.36
mp-28109,SbAsO3,141.0,1.52,8.0,3.6224223173767496,16.0,35.1211,3.4415436980159178,2.06,1.984,8.60839,33.0,24.44,1.15,3.0710638664107592,1.1582638171070252,0.4084507042253521,103.2,0.8921225667504451,5727.0,-29.5993388725,2.05,0.329,1090.0,119.0,0.7707463914933367,1.85,903.78,0.7241657899540347,24.0,17.36
mp-1186920,SbAuO3,141.0,1.52,8.0,3.4661638471466385,16.0,35.1211,2.830110930130523,2.06,1.984,8.60839,79.0,12.55,1.35,2.0011906302054605,0.0,0.5985915492957746,103.2,0.0,19300.0,-24.27533456,2.05,0.129,1337.33,136.0,0.6790717105668165,2.14,903.78,0.0,24.0,17.36
mp-1186948,SbPbO3,141.0,1.52,8.0,3.651637638279468,16.0,35.1211,2.981549646442182,2.06,1.984,8.60839,82.0,4.774,1.8,2.10827397344362,0.0,0.8380281690140845,103.2,0.0,11340.0,-28.001235640000004,2.05,0.13,600.61,146.0,0.5906102616807178,2.02,903.78,0.0,24.0,17.36
mp-1186927,SbPdO3,141.0,1.52,8.0,3.458399063020439,16.0,35.1211,2.82377101043984,2.06,1.984,8.60839,46.0,16.74,1.4,1.99670763,0.0,0.5352112676056339,103.2,0.0,12023.0,-24.809649420000003,2.05,0.244,1828.05,139.0,0.7071067811865475,2.1,903.78,0.0,24.0,17.36
mp-776150,ScAgO3,141.0,1.52,8.0,3.619919584871659,16.0,35.1211,2.9349914492748,2.15,1.19,6.56149,47.0,11.3,1.6,2.7772985007251574,0.7390125710955078,0.5281690140845071,18.1,0.8337371863152382,10490.0,-30.389288420000003,1.36,0.235,1234.93,145.0,0.7462094603305041,2.11,1814.0,0.1967999647039922,16.0,17.36
mp-4471,ScAlO3,141.0,1.52,8.0,2.96735805932896,16.0,35.1211,3.1281137235365515,2.15,1.19,6.56149,13.0,10.71,1.25,2.8105390268812163,0.8639080964004854,0.3767605633802817,18.1,0.7894527373366238,2700.0,-39.089632915,1.36,0.897,933.47,121.0,0.8282734163259303,1.84,1814.0,0.7061560477446471,16.0,17.36
mp-973156,ScAsO3,141.0,1.52,8.0,3.413879650158508,16.0,35.1211,2.787421062053163,2.15,1.19,6.56149,33.0,24.44,1.15,2.787421062053163,0.0,0.4084507042253521,18.1,0.0,5727.0,-30.374850930000004,1.36,0.329,1090.0,119.0,0.8096372644585969,1.85,1814.0,0.0,16.0,17.36
mp-754009,ScBiO3,141.0,1.52,8.0,3.280276150467347,16.0,35.1211,3.0345084057094223,2.15,1.19,6.56149,83.0,11.106,1.6,2.1461255857491053,0.1179185025130408,0.7253521126760564,18.1,0.0747351313492811,9780.0,-34.755560275,1.36,0.122,544.4,148.0,0.660928379149875,2.07,1814.0,0.2622371791084497,16.0,17.36
mp-555769,ScBiO3,141.0,1.52,8.0,3.443287354378824,16.0,35.1211,3.341779421019366,2.15,1.19,6.56149,83.0,11.106,1.6,3.286479257137606,0.9811912345374924,0.7253521126760564,18.1,1.1666276197295944,9780.0,-34.6927229225,1.36,0.122,544.4,148.0,0.660928379149875,2.07,1814.0,0.611793666609689,16.0,17.36
mp-756205,ScBiO3,141.0,1.52,8.0,3.3906793414977123,16.0,35.1211,3.316177989834605,2.15,1.19,6.56149,83.0,11.106,1.6,3.131644488949777,0.6903291849445734,0.7253521126760564,18.1,0.9899250801830974,9780.0,-34.7061815,1.36,0.122,544.4,148.0,0.660928379149875,2.07,1814.0,0.5845262509632463,16.0,17.36
mp-555313,ScBiO3,141.0,1.52,8.0,3.445027901810045,16.0,35.1211,3.343181535899209,2.15,1.19,6.56149,83.0,11.106,1.6,3.2885211485784183,0.936806851864992,0.7253521126760564,18.1,1.1675231609391594,9780.0,-34.69358892,1.36,0.122,544.4,148.0,0.660928379149875,2.07,1814.0,0.6126850118345429,16.0,17.36
mp-550008,ScBiO3,141.0,1.52,8.0,3.5297405240673285,16.0,35.1211,2.8820210694371564,2.15,1.19,6.56149,83.0,11.106,1.6,2.037896641666667,1.220827848109314e-05,0.7253521126760564,18.1,1.7265190573925017e-05,9780.0,-33.07856805,1.36,0.122,544.4,148.0,0.660928379149875,2.07,1814.0,1.220827848109314e-05,16.0,17.36
mp-1101383,ScBiO3,141.0,1.52,8.0,3.638870076626724,16.0,35.1211,2.9908248632979446,2.15,1.19,6.56149,83.0,11.106,1.6,2.15562537991436,0.0277509475407548,0.7253521126760564,18.1,0.054047416818247,9780.0,-34.498059895,1.36,0.122,544.4,148.0,0.660928379149875,2.07,1814.0,0.2135073215978109,16.0,17.36
mp-8697,ScBO3,141.0,1.52,8.0,3.057221544355869,16.0,35.1211,2.790960121666864,2.15,1.19,6.56149,5.0,50.2,0.85,2.146944984905354,0.8550415290987988,0.1901408450704225,18.1,1.4744211392246243e-09,2460.0,-40.84811274,1.36,1.026,2349.0,84.0,0.958150608826742,1.92,1814.0,0.320645958635685,16.0,17.36
mp-1186980,ScCoO3,141.0,1.52,8.0,3.171258322669921,16.0,35.1211,2.589321577698586,2.15,1.19,6.56149,27.0,16.2,1.35,2.589321577698586,0.0,0.4295774647887324,18.1,0.0,8900.0,-32.13440418,1.36,0.421,1768.0,126.0,0.7976721817326078,2.0,1814.0,0.0,16.0,17.36
mp-1643785,ScCoO3,141.0,1.52,8.0,2.983328126442857,16.0,35.1211,3.1847277841514408,2.15,1.19,6.56149,27.0,16.2,1.35,2.856106808607967,0.8374314118409714,0.4295774647887324,18.1,0.8229200261834834,8900.0,-34.7706220675,1.36,0.421,1768.0,126.0,0.7976721817326078,2.0,1814.0,0.6826810875825359,16.0,17.36
mp-754124,ScCoO3,141.0,1.52,8.0,2.920462793517212,16.0,35.1211,3.12189669644783,2.15,1.19,6.56149,27.0,16.2,1.35,2.8020672992439803,0.8353549246708464,0.4295774647887324,18.1,0.7952033348320939,8900.0,-36.9034327875,1.36,0.421,1768.0,126.0,0.7976721817326078,2.0,1814.0,0.6848433871684352,16.0,17.36
mp-18961,ScCrO3,141.0,1.52,8.0,3.046092590575832,16.0,35.1211,3.2337778883419634,2.15,1.19,6.56149,24.0,21.0,1.4,2.897979932693984,0.8365035589372353,0.4330985915492958,18.1,0.8565813598585869,7140.0,-39.2405302025,1.36,0.449,2180.0,139.0,0.7957122992222082,2.06,1814.0,0.7075818017540738,16.0,17.36
mp-973068,ScCuO3,141.0,1.52,8.0,3.229309468798047,16.0,35.1211,2.6367201400311364,2.15,1.19,6.56149,29.0,13.6,1.35,2.6367201400311364,0.0,0.3802816901408451,18.1,0.0,8920.0,-30.26128966,1.36,0.385,1357.77,132.0,0.8261604739373438,1.96,1814.0,0.0,16.0,17.36
mp-771123,ScFeO3,141.0,1.52,8.0,3.493120437746564,16.0,35.1211,3.385255631948516,2.15,1.19,6.56149,26.0,13.81,1.4,3.439072551407878,1.0240699276154317,0.3873239436619718,18.1,1.206512620864526,7874.0,-36.2911169016666,1.36,0.449,1811.0,132.0,0.8219667659478141,2.04,1814.0,0.720374942066792,16.0,17.36
mp-769734,ScFeO3,141.0,1.52,8.0,3.067197818214164,16.0,35.1211,3.2057934948941984,2.15,1.19,6.56149,26.0,13.81,1.4,2.921448231704012,0.8391345878443434,0.3873239436619718,18.1,0.8762396937688682,7874.0,-36.166487045,1.36,0.449,1811.0,132.0,0.8219667659478141,2.04,1814.0,0.6518572590481846,16.0,17.36
mp-756419,ScFeO3,141.0,1.52,8.0,2.990003994307542,16.0,35.1211,3.1798050644924847,2.15,1.19,6.56149,26.0,13.81,1.4,2.8499712007891644,0.8416903639694626,0.3873239436619718,18.1,0.8104493288545911,7874.0,-38.28808396,1.36,0.449,1811.0,132.0,0.8219667659478141,2.04,1814.0,0.700371145403789,16.0,17.36
mp-754342,ScFeO3,141.0,1.52,8.0,3.534290182157804,16.0,35.1211,3.5029985569385698,2.15,1.19,6.56149,26.0,13.81,1.4,2.5621098065216352,1.1829845154052832,0.3873239436619718,18.1,0.3946249166999657,7874.0,-38.29232196,1.36,0.449,1811.0,132.0,0.8219667659478141,2.04,1814.0,0.7529557158318243,16.0,17.36
mp-754165,ScGaO3,141.0,1.52,8.0,3.533207921862719,16.0,35.1211,3.5025697280785986,2.15,1.19,6.56149,31.0,5.585,1.3,2.563415938919051,1.1965278645897266,0.4366197183098592,18.1,0.4027566276442196,5904.0,-35.523949685000005,1.36,0.373,302.91,122.0,0.7937620239790165,1.87,1814.0,0.7612635110613745,16.0,17.36
mp-769079,ScGaO3,141.0,1.52,8.0,3.479550491982218,16.0,35.1211,3.373638105534725,2.15,1.19,6.56149,31.0,5.585,1.3,3.425960916918554,1.0350531136422203,0.4366197183098592,18.1,1.199189098459371,5904.0,-35.5898656033333,1.36,0.373,302.91,122.0,0.7937620239790165,1.87,1814.0,0.7254271561171238,16.0,17.36
mp-754239,ScGaO3,141.0,1.52,8.0,3.043846310976888,16.0,35.1211,3.230363702410105,2.15,1.19,6.56149,31.0,5.585,1.3,2.894874241099611,0.8455713723523066,0.4366197183098592,18.1,0.858159068559093,5904.0,-35.2314691325,1.36,0.373,302.91,122.0,0.7937620239790165,1.87,1814.0,0.7115024928411267,16.0,17.36
mp-768358,ScInO3,141.0,1.52,8.0,3.762866738871493,16.0,35.1211,3.733739185724772,2.15,1.19,6.56149,49.0,3.291,1.55,3.1294848563683084,0.463859151871573,0.647887323943662,18.1,1.2719257051227872,7310.0,-34.28406068,1.36,0.233,429.75,142.0,0.6919976619304247,1.93,1814.0,0.8265112360089885,16.0,17.36
mp-18954,ScMnO3,141.0,1.52,8.0,3.45158111859685,16.0,35.1211,3.3616752796366285,2.15,1.19,6.56149,25.0,12.91,1.4,3.4160106035790334,0.9993095665016122,0.4542253521126761,18.1,1.180194306616693,7470.0,-38.590233768333306,1.36,0.479,1519.0,139.0,0.7841523142456145,2.05,1814.0,0.6919777166587441,16.0,17.36
mp-1105811,ScMnO3,141.0,1.52,8.0,3.1000829555119296,16.0,35.1211,3.2583291040909823,2.15,1.19,6.56149,25.0,12.91,1.4,2.939204106199688,0.8548124926596568,0.4542253521126761,18.1,0.8893321184460613,7470.0,-38.3767533525,1.36,0.479,1519.0,139.0,0.7841523142456145,2.05,1814.0,0.6624392914393947,16.0,17.36
mp-1246879,ScMoN3,7.0,1.55,7.0,3.2861148378830176,15.0,29.6013,3.393543203584483,2.15,1.19,6.56149,42.0,37.48,1.45,3.319658869321833,1.1413474933225587,0.4041095890410959,18.1,1.0582743427804342,10280.0,-43.458643630000005,1.36,0.251,2896.0,154.0,0.803687219592515,2.17,1814.0,0.5291417018525556,16.0,13.54
mp-973123,ScPdO3,141.0,1.52,8.0,3.532290363966881,16.0,35.1211,2.8841030050229115,2.15,1.19,6.56149,46.0,16.74,1.4,2.0393687924922,0.0,0.5352112676056339,18.1,0.0,12023.0,-28.43887485,1.36,0.244,1828.05,139.0,0.742786481154676,2.1,1814.0,0.0,16.0,17.36
mp-1188449,ScRhO3,141.0,1.52,8.0,3.041207840830356,16.0,35.1211,3.27084348151142,2.15,1.19,6.56149,45.0,26.59,1.35,2.9274577600974605,0.8112533470505515,0.4683098591549296,18.1,0.8836430978289939,12450.0,-35.82577856,1.36,0.243,2237.0,142.0,0.7766304695046493,2.1,1814.0,0.6916014088862315,16.0,17.36
mp-1196890,ScRhO3,141.0,1.52,8.0,3.292409196885636,16.0,35.1211,3.5900469956523784,2.15,1.19,6.56149,45.0,26.59,1.35,3.5640323661726443,0.9986666590427286,0.4683098591549296,18.1,0.9908388101936269,12450.0,-35.956964232500006,1.36,0.243,2237.0,142.0,0.7766304695046493,2.1,1814.0,0.7950938913015838,16.0,17.36
mp-1186993,ScSiO3,141.0,1.52,8.0,3.102518034724034,16.0,35.1211,2.5331953676187817,2.15,1.19,6.56149,14.0,50.21,1.1,2.5331953676187817,0.0,0.2816901408450704,18.1,0.0,2330.0,-36.20057772,1.36,0.712,1687.0,111.0,0.8897112796248318,2.1,1814.0,0.0,16.0,17.36
mp-981376,ScSnO3,141.0,1.52,8.0,3.5571311942975057,16.0,35.1211,2.9043854580552724,2.15,1.19,6.56149,50.0,7.15,1.45,2.05371065257048,0.0,0.5704225352112676,18.1,0.0,7310.0,-32.31853471,1.36,0.227,505.08,139.0,0.7261320757476205,2.17,1814.0,0.0,16.0,17.36
mp-1101375,ScTiO3,141.0,1.52,8.0,3.3568730551603405,16.0,35.1211,2.853357176006172,2.15,1.19,6.56149,22.0,14.15,1.4,2.1430033487843247,0.0398653070283731,0.471830985915493,18.1,0.07159653941119,4507.0,-41.50502314,1.36,0.524,1941.0,160.0,0.7747725018742555,2.11,1814.0,0.1062661858812383,16.0,17.36
mp-754092,ScTiO3,141.0,1.52,8.0,3.0863270356884547,16.0,35.1211,3.252608525124717,2.15,1.19,6.56149,22.0,14.15,1.4,2.9072106727420484,0.843029817229495,0.471830985915493,18.1,0.8418422258097393,4507.0,-41.3648564425,1.36,0.524,1941.0,160.0,0.7747725018742555,2.11,1814.0,0.6992468213959752,16.0,17.36
mp-752429,ScTlO3,141.0,1.52,8.0,3.3124333269378807,16.0,35.1211,3.288574318652316,2.15,1.19,6.56149,81.0,4.142,1.9,3.0643000904144206,0.8979796796973741,0.6232394366197184,18.1,0.934592109280716,11850.0,-31.6478824225,1.36,0.129,577.0,145.0,0.7025052186191731,1.96,1814.0,0.5825592869701031,16.0,17.36
mp-7276,ScUS3,200.0,1.8,16.0,3.818318293319231,16.0,23.33788,3.549571525015379,2.15,1.19,6.56149,92.0,9.14,1.75,3.28132502170339,0.779626286642329,0.5570652173913043,18.1,1.024393728678367,19050.0,-33.44420201,1.36,0.116,1405.3,196.0,0.6688514404940815,2.41,1814.0,0.1384101776670204,16.0,15.53
mp-756546,ScVO3,141.0,1.52,8.0,3.044179184912027,16.0,35.1211,3.2350395785802397,2.15,1.19,6.56149,23.0,21.5,1.35,2.8951392507496654,0.8398446443803813,0.4507042253521127,18.1,0.8547324763840269,6110.0,-41.558882215,1.36,0.489,2183.0,153.0,0.7860555965617445,2.07,1814.0,0.7098408282567642,16.0,17.36
mp-972978,ScVO3,141.0,1.52,8.0,3.279072348979991,16.0,35.1211,2.6773702582211567,2.15,1.19,6.56149,23.0,21.5,1.35,2.677350284275388,5.867964708349691e-06,0.4507042253521127,18.1,2.5387685725597337e-05,6110.0,-35.74256378,1.36,0.489,2183.0,153.0,0.7860555965617445,2.07,1814.0,9.848992136872731e-06,16.0,17.36
mp-1246967,ScWN3,7.0,1.55,7.0,3.599831037490394,15.0,29.6013,3.345852892047845,2.15,1.19,6.56149,74.0,52.31,1.35,3.3106614304418622,1.1606053737743214,0.410958904109589,18.1,1.0380978024294425,19250.0,-44.59344798750001,1.36,0.132,3695.0,162.0,0.7997858253226484,2.18,1814.0,0.5926420282839768,16.0,13.54
mp-1186999,SiAgO3,141.0,1.52,8.0,3.136146487338046,16.0,35.1211,2.5606528842000125,2.1,1.916,8.15168,47.0,11.3,1.6,1.81065501868272,0.0,0.6619718309859155,133.6,0.0,10490.0,-28.92056979,1.9,0.235,1234.93,145.0,0.5453111617625069,2.11,1687.0,0.0,150.0,17.36
mp-972827,SiBiO3,141.0,1.52,8.0,3.296442339644895,16.0,35.1211,2.6915338995454507,2.1,1.916,8.15168,83.0,11.106,1.6,1.90320187216206,0.0,0.7253521126760564,133.6,0.0,9780.0,-30.72735344,1.9,0.122,544.4,148.0,0.5252793231671495,2.07,1687.0,0.0,150.0,17.36
mp-972839,SiBO3,141.0,1.52,8.0,3.0333860880578425,16.0,35.1211,2.476751567280468,2.1,1.916,8.15168,5.0,50.2,0.85,1.751325497859913,0.0002444428394036,0.1901408450704225,133.6,0.0003452219947916,2460.0,-29.462887360000003,1.9,1.026,2349.0,84.0,0.7614996105085895,1.92,1687.0,0.0002441167989492,150.0,17.36
mp-972822,SiBO3,141.0,1.52,8.0,2.88927895726585,16.0,35.1211,2.359086389953992,2.1,1.916,8.15168,5.0,50.2,0.85,2.359086389953992,0.0,0.1901408450704225,133.6,0.0,2460.0,-29.42156023,1.9,1.026,2349.0,84.0,0.7614996105085895,1.92,1687.0,0.0,150.0,17.36
mp-1209042,SiCCl3,349.0,1.75,17.0,3.2521298410376325,17.0,23.8136,4.059814447268656,2.1,1.916,8.15168,6.0,117.4,0.7,3.7716667798745713,0.4671545777271355,0.0883977900552486,133.6,1.1920732365736224,2267.0,-23.8866981583333,1.9,0.709,3800.0,76.0,0.7932517697574974,1.7,1687.0,0.4753589391276702,150.0,17.39
mp-769171,SiGeO3,141.0,1.52,8.0,3.897104579231121,16.0,35.1211,3.6895078508438894,2.1,1.916,8.15168,32.0,36.94,1.25,3.625752957629455,0.8993438479740266,0.5140845070422535,133.6,1.0863170657195511,5323.0,-34.77452116375,1.9,0.32,1211.4,120.0,0.5985741124462867,2.11,1687.0,0.8511097374310876,150.0,17.36
mp-1186997,SiMoO3,141.0,1.52,8.0,3.157098415418479,16.0,35.1211,2.57776006184153,2.1,1.916,8.15168,42.0,37.48,1.45,1.82275162,0.0,0.4859154929577464,133.6,0.0,10280.0,-33.59481078,1.9,0.251,2896.0,154.0,0.6099214889855528,2.17,1687.0,0.0,150.0,17.36
mp-978489,SiPbO3,141.0,1.52,8.0,3.2460107179869566,16.0,35.1211,2.650356652891104,2.1,1.916,8.15168,82.0,4.774,1.8,1.87408516182218,0.0,0.8380281690140845,133.6,0.0,11340.0,-32.341961819999995,1.9,0.13,600.61,146.0,0.4930782918618837,2.02,1687.0,0.0,150.0,17.36
mp-21723,SiPbO3,141.0,1.52,8.0,4.2735484226268765,16.0,35.1211,3.820434885809236,2.1,1.916,8.15168,82.0,4.774,1.8,3.557548272363868,0.8920685670533012,0.8380281690140845,133.6,1.0728948619025678,11340.0,-34.4631138966667,1.9,0.13,600.61,146.0,0.4930782918618837,2.02,1687.0,0.8873564555018968,150.0,17.36
mp-978490,SiPdO3,141.0,1.52,8.0,3.1161980707574397,16.0,35.1211,2.544365070267025,2.1,1.916,8.15168,46.0,16.74,1.4,1.799137795,0.0,0.6056338028169014,133.6,0.0,12023.0,-29.37159976,1.9,0.244,1828.05,139.0,0.56444488673663,2.1,1687.0,0.0,150.0,17.36
mp-36053,SiPN3,7.0,1.55,7.0,3.401285145673388,15.0,29.6013,3.179551082271192,2.1,1.916,8.15168,15.0,18.54,1.0,3.123695446324004,1.1320221732004443,0.2602739726027397,133.6,1.0807056098083505,1823.0,-38.6278925925,1.9,0.769,317.3,107.0,0.7147927244603143,1.8,1687.0,0.7073309129720026,150.0,13.54
